链接标题,内容摘要,来源贴吧,最近回复用户名,最近回复时间,链接地址,主题帖包含图片链接,主题帖内容,图片本地存储地址
回复:关于Steam好友的一些疑问?,"以前,大部分陌生人加我可能真的是为了和我一起玩游戏。比如求生之路,csgo,杀地板之类的。现在莫名其妙加我的陌生人动不动就是,我想买你的刀,再甩个给你,加入我们领队会告诉你更多,甚至是冒充官方之类骗子。",steam,_栎栎222,2021-09-30 06:50,https://tieba.baidu.com/p/7558865008?pid=141488098426&cid=0#141488098426,"['http://tiebapic.baidu.com/forum/w%3D580/sign=4ddf0bc2c318367aad897fd51e728b68/66ac06338744ebf8e7c2a2d49cf9d72a6259a7f3.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=eca781e0ea4543a9f51bfac42e168a7b/42862aa4462309f7cfecf2062f0e0cf3d6cad66b.jpg']","['镇楼很顶，小孩开大车', '车来', 'gkd', '呲瓜🍉嘿嘿', '两三个', '这是啥啊，游戏吗还是里番', '', '等一个英雄', '以前，大部分陌生人加我可能真的是为了和我一起玩游戏。比如求生之路，csgo，杀地板之类的。现在莫名其妙加我的陌生人动不动就是，我想买你的刀，再甩个钓鱼链接给你，加入我们领队会告诉你更多，甚至是冒充官方之类骗子。', 'gkd', '1个', '', '这是游戏还是电影啊？', '没有中国式英雄？', '什么叔母暑假']","['../../results\\钓鱼链接\\images\\_栎栎222-0.jpg', '../../results\\钓鱼链接\\images\\_栎栎222-1.jpg']"
姐妹们我又来挂他了,"cpd 这个链接是男主角。之前挂他的帖子不完整我重新发一下,因为我又找出来他新瓜了哈哈。",王者荣耀cp,乐山滔滔,2021-11-16 15:49,https://tieba.baidu.com/p/7614522100?pid=142083005479&cid=0#142083005479,"['http://tiebapic.baidu.com/forum/w%3D580/sign=0895f0e48862853592e0d229a0ee76f2/d0901fa6d933c8954286126d8c1373f083020066.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=9f6fe1f9d0b1cb133e693c1bed5556da/5d9292fd1e178a8212c6f5b6ab03738da877e861.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=8d3d3dadfb1ea8d38a22740ca70b30cf/6ca8da00a18b87d699b821095a0828381e30fd61.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=a3cc462a5ed5ad6eaaf964e2b1c939a3/6d4f1e176d224f4a51730efd4cf790529a22d1a8.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=47372603e1315c6043956be7bdb0cbe6/6cadb6c5b74543a925ef70da43178a82b8011462.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=e4872d7e8c09b3deebbfe460fcbe6cd3/ac39f4763912b31b0298473fdb18367adbb4e163.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=13eddfd4754e251fe2f7e4f09784c9c2/419b5a0928381f30bbfdf047ec014c086c06f0aa.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=adf4072826ec54e741ec1a1689399bfd/489f890635fae6cdf742217752b30f2443a70f6c.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=fa29facfd613b07ebdbd50003cd59113/ad3f1a11b912c8fcc2158b23b9039245d48821ab.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=cf6a2de649d79123e0e0947c9d365917/1c7a9efcfc039245d3629ce1c294a4c27f1e25ba.jpg']","['这个链接是男主角钓鱼链接。之前挂他的帖子不完整我重新发一下，因为我又找出来他新瓜了哈哈。', '这是我一开始挂他的原因，因为不李姐', '这是他和其中一个妹妹处上了的聊天记录', '第二个', '这是男主', '好', '好惨', '《我想氵个黄牌来着》', '哈哈哈哈哈哈哈', '这可真是个好男人啊', '《好男人不整那一套》', '', '111', '帖子不能沉', '11111']","['../../results\\钓鱼链接\\images\\乐山滔滔-0.jpg', '../../results\\钓鱼链接\\images\\乐山滔滔-1.jpg', '../../results\\钓鱼链接\\images\\乐山滔滔-2.jpg', '../../results\\钓鱼链接\\images\\乐山滔滔-3.jpg', '../../results\\钓鱼链接\\images\\乐山滔滔-4.jpg', '../../results\\钓鱼链接\\images\\乐山滔滔-5.jpg', '../../results\\钓鱼链接\\images\\乐山滔滔-6.jpg', '../../results\\钓鱼链接\\images\\乐山滔滔-7.jpg', '../../results\\钓鱼链接\\images\\乐山滔滔-8.jpg', '../../results\\钓鱼链接\\images\\乐山滔滔-9.jpg']"
"回复:想收个二手iQOO8Pro,上咸鱼看了一下,这价靠谱么?","这是骗子,图里让你加qq或者微信,然后发送网站给你,做的跟真的一样,等你付款了钱就进去给他充值了到了其他的软件上账户上了",iqoo8pro,Kiss灬零零漆,2021-11-14 03:41,https://tieba.baidu.com/p/7609606114?pid=142050935651&cid=0#142050935651,"['http://tiebapic.baidu.com/forum/w%3D580/sign=4547357a032309f7e76fad1a420f0c39/b9c7abf531adcbef7c045ee8e9af2edda2cc9f96.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=1efe86f73fd9f2d3201124e799ec8a53/bc5c11013af33a878c5ab90c9b5c10385343b55c.jpg']","['这价有点低的我不太相信，所以问一下铁汁们，靠谱不？有懂行的老铁们能报下正常行情么？', '自顶一下', '自顶🔝', '别沉', '加私人联系方式都是骗人的', '别信  双11  手机全新又没多少钱  我预售买的12+512   5999  现在便宜1千', '这种低的离谱的绝对有问题', '出iQOO8 Pro  12+512的', '假', '这是骗子，图里让你加qq或者微信，然后发送钓鱼链接网站给你，做的跟真的一样，等你付款了钱就进去给他充值了到了其他的软件上账户上了', '这还用想吗 有这便宜能轮到你', '你相信重金求子么', '假的']","['../../results\\钓鱼链接\\images\\Kiss灬零零漆-0.jpg', '../../results\\钓鱼链接\\images\\Kiss灬零零漆-1.jpg']"
"这个吧怎的了,都是什么风气","这都是什么风气,等你们被盗那一天看你们还能不能笑出来 这都什年代了,点没点自己心里都清楚,点了就是点了,没点就是没点,好家伙到你们这里好像所有人都没有脑子,只要被盗号就是网页,等着你们也被盗号也看看你们还叫...",地下城与勇士,跕吧小助手,2021-09-21 14:55,https://tieba.baidu.com/p/7547477200?pid=141378741725&cid=0#141378741725,['http://tiebapic.baidu.com/forum/w%3D580/sign=02fdebfc27d0f703e6b295d438f85148/095a024f78f0f736272df1ea4f55b319e9c413cc.jpg'],"['被盗号的都是有罪呗，活该被盗？？？这都是什么风气，等你们被盗那一天看你们还能不能笑出来这都什年代了，点没点钓鱼链接自己心里都清楚，点了就是点了，没点就是没点，好家伙到你们这里好像所有人都没有脑子，只要被盗号就是钓鱼链接网页，等着你们也被盗号也看看你们还叫的欢不欢了', '', '没人啊，没人就算了', '没脑子还嘴硬不笑话你笑话谁', '你想的太简单了，开挂的都有说自己没开挂的，都是陌生人凭什么相信这些', '正常，话说昨天那个1.9w帖子去哪了，想接着吃瓜', '。。。', '脑瘫一般不会自己承认的', '我心悦3会开挂？我大聪明会瞎点链接？', '有一部分是装的水经验的，有一部分是真的。', '求求你盗我号？没我账号密码你怎么盗的，虚空盗号？', '肉烂嘴不烂', '令牌加冻结，盗个屁，别跟我说中毒，现在手机能有病毒吗？', '对对对，盗号的都是无缘无故被盗，封号的都是无缘无故一年，反正自己没错，错的是腾讯，问就是啥都没干，号就没了，能不能不要再发这种NT言论了，求求你盗我号，求求腾讯封我号', '那为什么我玩了这么多年号没被盗过？  自己nt是不是还得别人可怜？ 要不求你把我号盗了？']",['../../results\\钓鱼链接\\images\\跕吧小助手.jpg']
"回复:刷新认知了,现在被盗号都得怪腾讯了","那些被盗的就是死鸭子嘴硬,点了嘴硬",地下城与勇士,hhgddw,2021-09-22 18:25,https://tieba.baidu.com/p/7548703633?pid=141393912121&cid=141393917052#141393917052,"['http://tiebapic.baidu.com/forum/w%3D580/sign=7be415107cdbb6fd255be52e3925aba6/7f6a574e9258d10999e008599458ccbf6d814d9c.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=e03a504469a85edffa8cfe2b795409d8/102f9213b07eca80393300f3cc2397dda14483aa.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=3a0bd7cd28224f4a5799731b39f59044/6dc21f178a82b901c26062d8368da9773b12efcf.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=08d2e6d549f3d7ca0cf63f7ec21dbe3c/9b2cb21bb051f81916e8a2a19fb44aed2c73e7cf.jpg']","['这原因还用问，当然是因为这样别人只要指出来是自己泄露的问题就可以把话题转移到洗tx和tx孝子那边，反正给自己没关系，已经是无敌防御了', '好多收藏品我都分了', '去网吧扫码登录，平常不乱点链接，电脑不乱下载传奇霸业，不借号。哪会被盗。问就是一个个都什么没点 无辜人。那怎么其他吧友没被盗呢？就一堆铸币脑子嘴硬鸭子爱甩锅罢了。都感觉像一群wy水军天天在贴吧gc', '', '', '自己泄露密码是真的，腾讯的后续防护手段没用也是真的，但凡有一环真的，也不能被盗号啊', '大家千万别玩DNF不仅盗号还盗银行卡里的钱每年卡里都少一万多', '那些有手机令牌动态密码的，被登录扣扣，但是没得上了游戏，没事，说到底号主自己大意了。', '14号就有人反应了，一直也没有修复，说真的你卖国庆礼包我理解，但你好歹出出个公告啊，告诉大家需要防范一下，放着这么重大的bug放着不修复本身就有问题其次玩家方面微信绑定qq，或者木马盗号这东西防不胜防的，你把密码保护再好，也不能说明你账号百分百安全，如果说玩家自身是第一层保护屏障，那tx就是最后的，两把锁加一起才能开开的门，能纯怪玩家？', '看了这么多盗号的吓得我下载了qq安全中心，开了竞拍', '现在从来不点什么网站 就有次下纸飞机出现了异地登陆就卸载了 反正不点辣鸡网址从来没被盗 不过你之前的道歉贴呢', '好久没改密码了，天天网吧密码登录，不点任何链接，活动只在助手领，装备我都全裸，装备不锁，没有二级，手机令牌也不冻结，重来没有被盗', '都有问题吧，腾讯的bug也增加了玩家被盗的风险', '很难不支持']","['../../results\\钓鱼链接\\images\\hhgddw-0.jpg', '../../results\\钓鱼链接\\images\\hhgddw-1.jpg', '../../results\\钓鱼链接\\images\\hhgddw-2.jpg', '../../results\\钓鱼链接\\images\\hhgddw-3.jpg']"
回复:【新手or回归必看】保姆级tips分享 小知识-防骗-活动-装备...,"【骗子图鉴】QQ邮箱木马如果你加了三国的各种QQ群,有可能收到潜伏的骗子发送的盗号邮件,一般是说你异地申诉修改密保成功什么的。大家一般看到这个就慌了,急忙点进去链接结果被盗。",qq三国,那疼小姐你不懂,2021-11-23 23:26,https://tieba.baidu.com/p/7623649041?pid=142183989672&cid=0#142183989672,"['http://tiebapic.baidu.com/forum/w%3D580/sign=5921c787602dd42a5f0901a3333a5b2f/da5b3c87e950352a4857b7e61643fbf2b3118b57.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=45218fea719b033b2c88fcd225cf3620/d582c05c103853436af915cfd613b07ecb808857.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=cb5e5b0454f79052ef1f47363cf2d738/168c6d600c3387440002076b0c0fd9f9d62aa00f.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=1e242735ee1bb0518f24b320067ada77/412381d6277f9e2fb05b361f4230e924b999f3e0.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=1004046b0c0fd9f9a0175561152cd42b/f56630d3d539b600c10f24a0b450352ac75cb709.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=f5519373c9eef01f4d1418cdd0ff99e0/2bbb4f540923dd5417908d7f8c09b3de9d82486a.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=6b2bffd9c425bc312b5d01906ede8de7/72f0d709b3de9c829786d3983181800a18d8436a.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=626e6c2f33061d957d4637304bf50a5d/6abb652762d0f7035ae080cb55fa513d2797c584.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=72e9892611086e066aa83f4332097b5a/49448c13632762d03d73b1a8fdec08fa503dc685.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=18b2e69465a446237ecaa56aa8237246/5ea16d63f6246b6079a32e9aaef81a4c530fa2dc.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=88adf127e7a1cd1105b672288913c8b0/34978194a4c27d1ea26a2ed346d5ad6edcc43885.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=3cf09b3bda01a18bf0eb1247ae2f0761/aca068061d950a7bb52c53d357d162d9f2d3c931.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=dbb1225c5f087bf47dec57e1c2d3575e/17ab978fa0ec08fa97190eb004ee3d6d55fbda31.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=15832794522442a7ae0efdade142ad95/ab53fdedab64034ff322df11f2c379310b551d66.jpg']","['小号升级防误封好帖分享：http://tieba.baidu.com/p/7578476035?&share=9105&fr=sharewise&unique=F53850E1938E2FA8ED290E32B93D2D26&st=1637670819&client_type=1&client_version=12.13.1&sfc=copy&share_from=post', '【骗子图鉴】赌 搏 骗子不管游戏还是现实 这些全是骗人滴，可能会放点诱饵让你尝尝鲜，最后把你当猪杀或者直接就是杀猪盘再者就是直接跑路贴吧已经有几个老哥血本无归然后发帖了', '【骗子图鉴】模仿ID骗子手法：通过模仿你朋友的ID，临时创建一个1级小号来找你借装备，请各位擦亮双眼，看看图中硕大的   陌生人   标识 和 等级1不要被骗啦图是贴吧老哥的', '还不更，生产队的驴都没你能休息', '军团福利表单应该是群雄蜀国军团 蝴蝶谷/紫霞宫 的团长大大制作只不过现在退游不玩了，还是要谢谢他。', '大哥，我去年要是看到这个帖子也不会被骗了', '【骗子图鉴】摸鱼狗 / 孟获骗子 战利品大赏ID：Curtain情调，弟西毒一商行全是骗来的骗子已经发家致富买房买车了每一件装备都包含了玩家的一滴泪', '【骗子图鉴】QQ邮箱木马钓鱼链接如果你加了三国的各种QQ群，有可能收到潜伏的骗子发送的盗号邮件，一般是说你异地申诉修改密保成功什么的。大家一般看到这个就慌了，急忙点进去链接结果被盗。', 'xd还有换号狗和少零狗', '【骗子图鉴】摊位骗子这种骗术专门骗爱贪小便宜的玩家骗子手法：情景1：骗子用两个几乎一样的ID在同一位置摆摊并互相盖住摊位，摆摊喊话也一模一样，一个摆3级翅膀，另一个摆4级翅膀。这时玩家只看到了4级翅膀的摊位，发现价格出奇的便宜，马上心跳加速想赶紧抢到手，捡到这个便宜。等3分钟保护时间过去，一购买发现摊位已收摊，这个时候玩家急了，马上点开同一位置的相似摊位点击购买，结果把3级翅膀给秒了，怒亏1.2E。情景2：玩家通过查询发现4级翅膀只卖1.45E，赶紧跑过来找到摊位，把3级翅膀花1.45E给秒掉了。而那个4级翅膀的摊位已早早收摊。', '【杂谈】写了这么多层楼，结果发的全是【骗子图鉴】我要是新手早就被吓跑了什么辣鸡游戏，骗子比玩家还多', '', '单刀孟获骗子，永远经验多多', '【社交】回来玩的第一件事就是加入一个军团啦推荐先加入2级 3级 或者4级的军团，熟悉环境。熟悉了之后可以跳槽到5级4包团。何为4包团 这个等下解释。', '【社交一、加入军团后能够得到什么：1.加入军团后，你和团内玩家之间会形成一种最初始的羁绊，而这些羁绊往往是游戏关系建立的基础。2.通过军团任务可以获得大量声望、经验、军团点券奖励，而声望是之后穿好装备的基础。3.参加军团内的活动，如：军团副本（地宫）、军团战、每日战备收集等等。而这些活动不仅可以得到大量奖励，还能增进团友间的关系。4.每日军团礼包（4包），总共有4个礼包 奖励丰富，每个玩家都能领取，但是团长会要求大家每天都要完成相应的活动，收获的同时也意味着贡献。']","['../../results\\钓鱼链接\\images\\那疼小姐你不懂-0.jpg', '../../results\\钓鱼链接\\images\\那疼小姐你不懂-1.jpg', '../../results\\钓鱼链接\\images\\那疼小姐你不懂-2.jpg', '../../results\\钓鱼链接\\images\\那疼小姐你不懂-3.jpg', '../../results\\钓鱼链接\\images\\那疼小姐你不懂-4.jpg', '../../results\\钓鱼链接\\images\\那疼小姐你不懂-5.jpg', '../../results\\钓鱼链接\\images\\那疼小姐你不懂-6.jpg', '../../results\\钓鱼链接\\images\\那疼小姐你不懂-7.jpg', '../../results\\钓鱼链接\\images\\那疼小姐你不懂-8.jpg', '../../results\\钓鱼链接\\images\\那疼小姐你不懂-9.jpg', '../../results\\钓鱼链接\\images\\那疼小姐你不懂-10.jpg', '../../results\\钓鱼链接\\images\\那疼小姐你不懂-11.jpg', '../../results\\钓鱼链接\\images\\那疼小姐你不懂-12.jpg', '../../results\\钓鱼链接\\images\\那疼小姐你不懂-13.jpg']"
"纳税申报状态异常,过时申请将被罚款?","涉及税务的诈骗可不止这一种,另一种也很常见,就是短信诈骗。骗子以税务部门的名义,向纳税人发送虚假诈骗短信,谎称纳税人的纳税状态或证照信息异常,要求纳税人点开链接后,进行验证或输入个人身份信息、企业信息和银行信息以此实施...",珠海,珠海网警,2021-10-13 22:03,https://tieba.baidu.com/p/7574359566?pid=141655642759&cid=0#141655642759,"['http://tiebapic.baidu.com/forum/w%3D580/sign=7eecf2dbc425bc312b5d01906edf8de7/014d9d16fdfaaf51a0c7a6aad15494eef01f7a51.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=b4e78b00e1315c6043956be7bdb1cbe6/5240fdfaaf51f3dee0969e71c9eef01f3a297951.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=cc3cae14016034a829e2b889fb1349d9/32acaf51f3deb48fd94d86cbad1f3a292df57851.jpg']",['骗子为了骗钱可谓是无所不用其极最近，骗子的骗术又有所升级开始冒充“领导”和“税务人员”联合施骗“税务部门”通过QQ平台通知开展稽查工作？张女士（化名）是厦门某公司财务人员，近期，她在公司接到一个自称是税务局“工作人员”的电话，要开展2021年的税务稽查工作，让张女士添加税务局“李主任”的QQ配合工作。张女士一听是涉及公司的税务工作，也没多想便添加了“李主任”为好友。随后，“李主任”便在QQ中发了一份《关于2021税务稽查随机抽查工作的通知》，要求张女士按通知的要求提供相关的信息，税务部门会到张女士公司进行抽查。由于之前税务部门也有对公司进行随机抽查，所以张女士便没有怀疑，开始着手准备相关材料。没过多久，张女士发现被人拉进了一个QQ群，群里有“公司老板”和“部门经理”，陈女士没多在意，刚开始“老板”和“总经理”在聊家常，之后“老板”问张女士是否有税务人员与她联系，张女士称确有此事。过了一阵，“老板”称开会无法接听电话，要求张女士从公司转一笔款到客户银行账户，还提供了卡号。由于当天出纳没上班，张女士没办法进行转账。第二天，张女士找出纳制单，出纳询问了张女士转账的原因，听了张女士的诉说后，出纳提醒张女士可能是诈骗，让张女士赶紧咨询税务部门并与部门领导进行核实。经核实，老板根本没有下达转账汇款的要求。张女士这才醒悟过来，原来群里除了张女士外，都是骗子。其实，张女士遭遇的是典型的冒充公司领导针对财务人员的诈骗手法，但区别于以往的“客户打货款”等说辞，骗子这次升级了诈骗手段，谎称是税务部门的“领导”，以“随机抽查”为理由，让企业立刻准备好相关资料，并假冒公司高层要求转账等。若企业防范意识不足，骗子就会趁虚而入，利用企业害怕被“稽查立案”的忐忑心理和对财税知识的欠缺，以补缴税款为名实施诈骗。珠海公安在此提醒广大财务人员在日常工作中，要做到“两不，一慎”。一、不轻信不要轻信QQ（群）、微信（群）中涉及公司转账汇款的信息，对公司老板、负责人或其他人员通过网络社交工具要求转账汇款的，要认真识别，充分核实，提高警惕。二、不添加不要轻易添加陌生QQ、微信的好友申请，特别是涉及公司老板、负责人名字的QQ、微信，一定要电话或当面核实清楚。三、慎转账严格执行公司相关财务管理制度要求，针对QQ、微信要求的转账汇款、必须经过公司老板、负责人当面或电话核实，有疑问可拨打96110进行咨询举报，一旦遭遇诈骗立即拨打110进行报警。纳税申报状态异常，过时申请将被罚款？涉及税务的诈骗可不止这一种，另一种也很常见，就是钓鱼链接短信诈骗。骗子以税务部门的名义，向纳税人发送虚假诈骗短信，谎称纳税人的纳税状态或证照信息异常，要求纳税人点开链接后，进行验证或输入个人身份信息、企业信息和银行信息以此实施诈骗。收到类似短信，千万不要点！千万不要点！遇到税务相关的不明情况，可致电12366纳税服务平台电话或联系主管税务机关进行核实咨询，避免误入钓鱼网站；不轻易在网站上填写涉及身份证、银行卡账号、密码等信息，验证码是保护个人资金安全的最后一道屏障，切勿随便向他人提供。网络诈骗要小心，不明网站别轻信！千变万化套路深，验证核实要认真！（来源：珠海公安）'],"['../../results\\钓鱼链接\\images\\珠海网警-0.jpg', '../../results\\钓鱼链接\\images\\珠海网警-1.jpg', '../../results\\钓鱼链接\\images\\珠海网警-2.jpg']"
大家一起帮忙举报下,在阿梓工商视频里的最新评论,阿梓从小就很可爱,小流年丷,2021-10-08 09:58,https://tieba.baidu.com/p/7567490964?pid=141588188854&cid=0#141588188854,['http://tiebapic.baidu.com/forum/w%3D580/sign=05a5b9af1a10b912bfc1f6f6f3fcfcb5/0a94bd00213fb80eb3589fc36bd12f2eb838949c.jpg'],"['钓鱼链接 在阿梓工商视频里的最新评论', '不用了 被我举报掉了效率太快了', '🤖🤖🤖', '我这就去私下对线', '😓立刻去', '这几天b站突然好多人私聊我要不要梓老师的装扮😰']",['../../results\\钓鱼链接\\images\\小流年丷.jpg']
回复:写了一堆防骗东西发现又臭又长 说个简单的。,"补一个,最近很流行的假jym给你点,骗子喜欢用所谓约好交易少点手续费给你一个假的网站,假的jym点进去金额是不会变手机号随便填也能付款就很离谱,付款只有单一支付方式的,都是假的!",原神交易,红眼男男,2021-10-23 02:35,https://tieba.baidu.com/p/7585308636?pid=141764039386&cid=0#141764039386,"['http://tiebapic.baidu.com/forum/w%3D580/sign=06617f294fd162d985ee621421dea950/e0ae38c279310a55b770ef19f24543a98326101b.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=75881b7c782dd42a5f0901a3333a5b2f/1d49f5d8f2d3572cb37dd2c9d713632763d0c3a6.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=23497f54db510fb37819779fe932c893/825246c9a786c917baba63d48c3d70cf3ac7573f.jpg', 'http://tiebapic.baidu.com/forum/w%3D580/sign=56d2a19117ed2e73fce98624b700a16d/226271cc7b899e516f1b74011fa7d933c9950da3.jpg']","['写了一堆防骗东西发现又臭又长 说个简单的。', '首先 什么号不建议买。一，最重要的 不管你怎么交易不要直接vx zfb直款 只要直款 不说100% 99.99999%都是骗子 那怕他说家里差钱买棺材盖子 你也不能信二，实名邮箱的 想找回 分分钟 没有大中介包赔 极其不建议购买。三，死邮 我之前开服账号卖号 发现邮箱忘记了 只能当死邮卖 价改的非常低才卖掉 而且 中介是不接死邮包赔的 具体可以咨询相应中介客服。', '四，捡漏心理 就拿现在来说 300 400买满命五星的号？用屁股想一想 你买个甘雨阿莫斯都不一定买的来后面想不起来了 等大佬来补。', '那么什么号建议买一，163未实名邮箱送邮 米游社实名可改 满足上面两点 基本就可以找个靠谱方式交易了。二，未实名邮箱 米游社实名不可改 这种也可以考虑 因为米游社实名也可以找回账号 目前我没有遇到过 听说最差就是共号。但是可以从大中介那边买 同时购买包赔 保障安全。也可以考虑。三，taptap那个我不是很懂 等个大佬补充一下', '补一个，最近很流行的假jym钓鱼链接给你点，骗子喜欢用所谓约好交易少点手续费给你一个假的网站，假的jym点进去金额是不会变手机号随便填也能付款就很离谱，付款只有单一支付方式的，都是假的！', '那么看中号了 买家卖家价格也谈好了 走什么方式交易安全？以楼主目前阅历 只推荐两种。平台：也就是鱼和猫。这两种只是说给你换绑时间。钱不会立马打过去。换绑的时候我建议是 保存好记录 比如一些时间点换绑了什么 聊天记录这些 如果出现一些情况 这些记录或者截图 就是你找客服的有力证据。', '二，中介也是水非常深的一种。骗子扎堆 小到几十块都要骗。假中介一抓一大把。找中介一定要去官方网站核对客服账号。但是中介的好处是 可以购买包赔 如果账号被找回 并且中介一定时间内 一般是七天 追不回账号 就要赔你相应的钱 具体包赔看中介不同。因为我是天刀玩家 并且天刀购买账号多次 推荐两个中介 一个是盼之代售 一个是螃蟹代售 两个都是可以直接百度搜出来 并且在天刀方面声誉非常高 也有原神的分区 但是主要还是在天刀出名', '', '为什么我一说白晴就删楼？', '然后就是贴吧不开评论让私聊的 骗子 我说的 错不了', '然后这个 看图吧 一直删我楼 懂得都懂。', '然后卖号的小伙伴 会遇到那种找你要账号视频的  不要给他录 因为这些人会拿视频去骗人 因为很多人都感觉 图可以偷 视频做不了假', '目前就这么多 咖啡喝多了睡不着 二十把绝缘本下去一个胚子都没见。累了。', '不懂就问，mys不能改实名的呢，现在安全吗，还是以前邮箱第一吗？现在b服想转官服不太懂', '马']","['../../results\\钓鱼链接\\images\\红眼男男-0.jpg', '../../results\\钓鱼链接\\images\\红眼男男-1.jpg', '../../results\\钓鱼链接\\images\\红眼男男-2.jpg', '../../results\\钓鱼链接\\images\\红眼男男-3.jpg']"
回复:中秋节号被盗了,"点了没,最近好多网页领奖的",地下城与勇士,宇宙第一水贴侠,2021-09-21 09:56,https://tieba.baidu.com/p/7547225247?pid=141375631971&cid=0#141375631971,['http://tiebapic.baidu.com/forum/w%3D580/sign=69ff07107cdbb6fd255be52e3925aba6/7f6a574e9258d1098bfb1a599458ccbf6d814dfb.jpg'],"['昨晚下线今早再看就被清了。金币和点券还有无色都没有了。装备还给我留着，我可真是谢谢你。我在家玩的，怎么会呢。微信查也没有异常登录', '昨天唯一和平常不一样的就是用电脑管家清了垃圾，我服了', '钓鱼链接点了没，最近好多网页领奖的', '撞库了', '我600多个狗眼都被换成时间结晶了，但是没拿走，奇怪', '下游戏就微信冻结吧，每次国庆都会有一大帮人被盗', '微信冻结', '有13年大佬这几天都被扒号了，你可能注册其他平台账号的时候就用的这个密码。然后盗号的能从暗网上搜到你其他账号数据，挨个复制上就能扒你的号。而且1秒能分解你所有角色ss  装扮。点券 金币 无色1秒邮寄，2级动态密码 仓库锁删个安装包就没了。腾讯的账号为啥不值钱 懂的都懂', '我被T了 再上线所有号都是0金币 我还以为钱没了 原来都在仓库去了 看来没来得及转移 我11。30还没睡 就把我强制下线了 搞了10分钟才改完 幸运的是没损失 装备也没动', '我9月16号也被盗号了。刚冲完国庆，估计被别人当猪了。亏了几千万。。', '最近啥情况？ 我一直在家里晚 最近这三天 上去会提示安全模式过会儿又没了这应该是 更新后 新安全机制？为了安全起见 下线的同时顺带冻结吧 防止撞库……', '你看下这个基本就知道了【曝光！DNF盗号黑产业链 官方漏洞与不作为酿成大祸-哔哩哔哩】https://b23.tv/VC7qLK', '哈哈  跟我一样  今天早上啥也没了  去看我帖子', '微信冻结没', '太惨了我就点了贴吧里的连接，号也被洗了由于比较穷，洗号🐶给我转了1000W']",['../../results\\钓鱼链接\\images\\宇宙第一水贴侠.jpg']
